eventnumber,index,sequencenumber,yokedsequencenumber,istarget,presentationnumber,stimnumber,stim,response,correct,rt,stimname,time_stimon,time_stimoff,stimdur
6665,3925,31,18,0,124,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1678.6198140479269,1678.7198088868267,0.0999948388998746
6666,3926,31,18,0,125,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1678.8197940486657,1678.9198061889797,0.10001214031399286
6667,3927,31,18,0,126,30,stimuli_binarized\Horse3_body_binarized.jpg,0,0,0,Horse3_body_binarized.jpg,1679.0198068927662,1679.1198029046432,0.09999601187701046
6668,3928,31,18,0,127,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1679.2197971570554,1679.3197952216428,0.09999806458745297
6669,3929,31,18,0,128,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1679.4197921132532,1679.5198080657433,0.10001595249013917
6670,3930,31,18,0,129,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1679.6197885356728,1679.7197836678174,0.09999513214461331
6671,3931,31,18,0,130,9,stimuli_binarized\Chandelier1_binarized.jpg,0,0,0,Chandelier1_binarized.jpg,1679.8197861310696,1679.9197795037485,0.09999337267890951
6672,3932,31,18,0,131,47,stimuli_binarized\Spinich1_binarized.jpg,0,0,0,Spinich1_binarized.jpg,1680.019777275092,1680.1197753396796,0.09999806458745297
6673,3933,31,18,0,132,13,stimuli_binarized\Cucumber1_binarized.jpg,0,0,0,Cucumber1_binarized.jpg,1680.219776043466,1680.3197691229002,0.0999930794341708
6674,3934,31,18,1,133,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,1680.4197674807324,1680.5197623196323,0.0999948388998746
6675,3935,31,18,0,134,31,stimuli_binarized\Kangaroo1_face_binarized.jpg,0,0,0,Kangaroo1_face_binarized.jpg,1680.6197641963959,1680.7197593285405,0.09999513214461331
6676,3936,31,18,0,135,26,stimuli_binarized\Goat4_body_binarized.jpg,1,1,0,Goat4_body_binarized.jpg,1680.8197553404184,1680.919753111762,0.09999777134362375
6677,3937,31,18,0,136,1,stimuli_binarized\Anchor2_binarized.jpg,0,0,0,Anchor2_binarized.jpg,1681.0197567479913,1681.1197378044094,0.09998105641807342
6678,3938,31,18,0,137,8,stimuli_binarized\Carrat1_binarized.jpg,0,0,0,Carrat1_binarized.jpg,1681.2197244324693,1681.31971927137,0.09999483890078409
6679,3939,31,18,0,138,36,stimuli_binarized\Monkey3_face_binarized.jpg,0,0,0,Monkey3_face_binarized.jpg,1681.419739622524,1681.519735634402,0.09999601187791995
6680,3940,31,18,0,139,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1681.6197360449437,1681.7197373352187,0.10000129027503135
6681,3941,31,18,0,140,7,stimuli_binarized\Camel3_body_binarized.jpg,0,0,0,Camel3_body_binarized.jpg,1681.819738332249,1681.9196853723292,0.09994704008022381
6682,3942,31,18,0,141,46,stimuli_binarized\Sheep2_face_binarized.jpg,0,0,0,Sheep2_face_binarized.jpg,1682.0197365141344,1682.1197219692172,0.09998545508278767
6683,3943,31,18,0,142,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1682.2197091837666,1682.3196746982371,0.09996551447056845
6684,3944,31,18,0,143,43,stimuli_binarized\Screw1_binarized.jpg,0,0,0,Screw1_binarized.jpg,1682.419699154811,1682.519724784363,0.10002562955196481
6685,3945,31,18,0,144,38,stimuli_binarized\Object2_binarized.jpg,0,0,0,Object2_binarized.jpg,1682.6196685987557,1682.7197150486522,0.10004644989658118
6686,3946,31,18,0,145,41,stimuli_binarized\Rabbit2_face_binarized.jpg,0,0,0,Rabbit2_face_binarized.jpg,1682.8196837888104,1682.9197015007653,0.10001771195493347
6687,3947,31,18,0,146,12,stimuli_binarized\Cow4_body_binarized.jpg,0,0,0,Cow4_body_binarized.jpg,1683.019679038253,1683.1196741703975,0.09999513214461331
6688,3948,31,18,0,147,21,stimuli_binarized\Flower6_binarized.jpg,0,0,0,Flower6_binarized.jpg,1683.2196766336497,1683.3196832023218,0.10000656867214275
6689,3949,31,18,0,148,3,stimuli_binarized\Beaver1_body_binarized.jpg,0,0,0,Beaver1_body_binarized.jpg,1683.4196850790845,1683.5196649625263,0.09997988344184705
6690,3950,31,18,0,149,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1683.6196685987557,1683.7196599187241,0.099991319968467
6691,3951,31,18,0,150,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1683.819660036022,1683.9196792141988,0.10001917817680805
6692,3952,31,18,0,151,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1684.019643848937,1684.1196741703975,0.10003032146050828
6693,3953,31,18,0,152,22,stimuli_binarized\Flower7_binarized.jpg,0,0,0,Flower7_binarized.jpg,1684.219642617311,1684.3196729387714,0.10003032146050828
6694,3954,31,18,0,153,52,stimuli_binarized\Wrench1_binarized.jpg,0,0,0,Wrench1_binarized.jpg,1684.4196718830913,1684.5196670152359,0.09999513214461331
6695,3955,31,18,0,154,37,stimuli_binarized\Motorcycle3_binarized.jpg,0,0,0,Motorcycle3_binarized.jpg,1684.6196430865016,1684.7196607984574,0.10001771195584297
6696,3956,31,18,0,155,42,stimuli_binarized\Raccoon3_face_binarized.jpg,0,0,0,Raccoon3_face_binarized.jpg,1684.819648013006,1684.9196381599972,0.09999014699133113
6697,3957,31,18,0,156,6,stimuli_binarized\Cactus1_binarized.jpg,0,0,0,Cactus1_binarized.jpg,1685.0196400367608,1685.1196351689055,0.09999513214461331
6698,3958,31,18,0,157,29,stimuli_binarized\Helmet1_binarized.jpg,0,0,0,Helmet1_binarized.jpg,1685.2196300078062,1685.3196242602176,0.09999425241130666
6699,3959,31,18,0,158,49,stimuli_binarized\Toothpaste1_binarized.jpg,0,0,0,Toothpaste1_binarized.jpg,1685.4196490100362,1685.5196203893934,0.09997137935715728
6700,3960,31,18,0,159,42,stimuli_binarized\Raccoon3_face_binarized.jpg,0,0,0,Raccoon3_face_binarized.jpg,1685.6196401540587,1685.719623556431,0.09998340237234515
6701,3961,31,18,0,160,11,stimuli_binarized\Corn1_binarized.jpg,0,0,0,Corn1_binarized.jpg,1685.819631591325,1685.9196320018668,0.1000004105417247
6702,3962,31,18,0,161,31,stimuli_binarized\Kangaroo1_face_binarized.jpg,0,0,0,Kangaroo1_face_binarized.jpg,1686.0196294799666,1686.119631649974,0.1000021700074285
6703,3963,31,18,0,162,17,stimuli_binarized\Deer3_body_binarized.jpg,0,0,0,Deer3_body_binarized.jpg,1686.2196285415844,1686.3196239669737,0.09999542538935202
6704,3964,31,18,0,163,5,stimuli_binarized\Bottle2_binarized.jpg,0,0,0,Bottle2_binarized.jpg,1686.4196305356459,1686.5196203893934,0.09998985374750191
6705,3965,31,18,0,164,34,stimuli_binarized\Lynx1_body_binarized.jpg,0,0,0,Lynx1_body_binarized.jpg,1686.6196172810037,1686.7196173983016,0.10000011729789549
6706,3966,31,18,0,165,20,stimuli_binarized\Flower5_binarized.jpg,0,0,0,Flower5_binarized.jpg,1686.8196160493776,1686.919612940988,0.0999968916103171
6707,3967,31,18,0,166,32,stimuli_binarized\Kangaroo3_face_binarized.jpg,0,0,0,Kangaroo3_face_binarized.jpg,1687.0196107123315,1687.1196043782543,0.09999366592273873
6708,3968,31,18,0,167,38,stimuli_binarized\Object2_binarized.jpg,0,0,0,Object2_binarized.jpg,1687.219598044178,1687.319593762811,0.09999571863318124
6709,3969,31,18,0,168,44,stimuli_binarized\Seashell1_binarized.jpg,0,0,0,Seashell1_binarized.jpg,1687.4195944665976,1687.519588425765,0.09999395916747744
6710,3970,31,18,0,169,21,stimuli_binarized\Flower6_binarized.jpg,0,0,0,Flower6_binarized.jpg,1687.6195905957725,1687.7195825022304,0.09999190645794442
6711,3971,31,18,0,170,2,stimuli_binarized\Apple1_binarized.jpg,0,0,0,Apple1_binarized.jpg,1687.8195834992607,1687.9195824435815,0.09999894432075962
6712,3972,31,18,0,171,49,stimuli_binarized\Toothpaste1_binarized.jpg,0,0,0,Toothpaste1_binarized.jpg,1688.0195784554585,1688.119579159245,0.10000070378646342
6713,3973,31,18,0,172,23,stimuli_binarized\Fox2_face_binarized.jpg,0,0,0,Fox2_face_binarized.jpg,1688.2195836752076,1688.3195793938407,0.09999571863318124
6714,3974,31,18,0,173,12,stimuli_binarized\Cow4_body_binarized.jpg,0,0,0,Cow4_body_binarized.jpg,1688.4195671948778,1688.519567018931,0.09999982405315677
6715,3975,31,18,0,174,9,stimuli_binarized\Chandelier1_binarized.jpg,0,0,0,Chandelier1_binarized.jpg,1688.6195633240527,1688.719561681885,0.09999835783219169
6716,3976,31,18,0,175,10,stimuli_binarized\Cheeta1_face_binarized.jpg,0,0,0,Cheeta1_face_binarized.jpg,1688.8195591599838,1688.919554878617,0.09999571863318124
6717,3977,31,18,0,176,43,stimuli_binarized\Screw1_binarized.jpg,0,0,0,Screw1_binarized.jpg,1689.0195541161825,1689.1195513010366,0.09999718485414633
6718,3978,31,18,0,177,33,stimuli_binarized\Leaf1_binarized.jpg,0,0,0,Leaf1_binarized.jpg,1689.2195484858917,1689.3195447910134,0.09999630512174917
6719,3979,31,18,0,178,29,stimuli_binarized\Helmet1_binarized.jpg,0,0,0,Helmet1_binarized.jpg,1689.4195449083113,1689.519537401257,0.09999249294560286
6720,3980,31,18,0,179,36,stimuli_binarized\Monkey3_face_binarized.jpg,0,0,0,Monkey3_face_binarized.jpg,1689.6195389847767,1689.7195347034099,0.09999571863318124
6721,3981,31,18,0,180,25,stimuli_binarized\Goat2_face_binarized.jpg,0,0,0,Goat2_face_binarized.jpg,1689.819534527463,1689.919530539341,0.09999601187791995
6722,3982,31,18,0,181,46,stimuli_binarized\Sheep2_face_binarized.jpg,0,0,0,Sheep2_face_binarized.jpg,1690.0195268444627,1690.119523736073,0.0999968916103171
6723,3983,31,18,0,182,22,stimuli_binarized\Flower7_binarized.jpg,0,0,0,Flower7_binarized.jpg,1690.2194877843226,1690.3195204517365,0.10003266741387051
6724,3984,31,18,0,183,28,stimuli_binarized\Headphone1_binarized.jpg,0,0,0,Headphone1_binarized.jpg,1690.4195185163248,1690.5195133552247,0.0999948388998746
6725,3985,31,18,0,184,15,stimuli_binarized\Deer2_body_binarized.jpg,0,0,0,Deer2_body_binarized.jpg,1690.619515525233,1690.7195083114234,0.09999278619034158
6726,3986,31,18,0,185,4,stimuli_binarized\Bicycle1_binarized.jpg,0,0,0,Bicycle1_binarized.jpg,1690.8195087219651,1690.919503560865,0.0999948388998746
6727,3987,31,18,0,186,47,stimuli_binarized\Spinich1_binarized.jpg,0,0,0,Spinich1_binarized.jpg,1691.0195030916743,1691.1194973440865,0.09999425241221616
6728,3988,31,18,0,187,14,stimuli_binarized\Deer1_face_binarized.jpg,0,0,0,Deer1_face_binarized.jpg,1691.219503619514,1691.31949405975,0.09999044023606984
6729,3989,31,18,0,188,40,stimuli_binarized\Rabbit1_body_binarized.jpg,0,0,0,Rabbit1_body_binarized.jpg,1691.4194924175822,1691.5194893091925,0.0999968916103171
6730,3990,31,18,0,189,26,stimuli_binarized\Goat4_body_binarized.jpg,0,0,0,Goat4_body_binarized.jpg,1691.6194903062228,1691.7194854383674,0.09999513214461331
6731,3991,31,18,0,190,16,stimuli_binarized\Deer2_face_binarized.jpg,0,0,0,Deer2_face_binarized.jpg,1691.8194843826882,1691.9194798080775,0.09999542538935202
6732,3992,31,18,0,191,13,stimuli_binarized\Cucumber1_binarized.jpg,0,0,0,Cucumber1_binarized.jpg,1692.0194808051078,1692.11947505752,0.09999425241221616
6733,3993,31,18,0,192,41,stimuli_binarized\Rabbit2_face_binarized.jpg,0,0,0,Rabbit2_face_binarized.jpg,1692.2194722423742,1692.3194703069626,0.09999806458836247
6734,3994,31,18,0,193,45,stimuli_binarized\Sheep2_body_binarized.jpg,0,0,0,Sheep2_body_binarized.jpg,1692.4194695445271,1692.5194652631603,0.09999571863318124
6735,3995,31,18,0,194,27,stimuli_binarized\Goat4_face_binarized.jpg,0,0,0,Goat4_face_binarized.jpg,1692.6194647939697,1692.719460219358,0.09999542538844253
6736,3996,31,18,0,195,51,stimuli_binarized\Wolf3_body_binarized.jpg,0,0,0,Wolf3_body_binarized.jpg,1692.8194597501674,1692.919452243114,0.09999249294651236
6737,3997,31,18,0,196,39,stimuli_binarized\Onion2_binarized.jpg,0,0,0,Onion2_binarized.jpg,1693.01945499961,1693.1194489587774,0.09999395916747744
6738,3998,31,18,0,197,1,stimuli_binarized\Anchor2_binarized.jpg,0,0,0,Anchor2_binarized.jpg,1693.2194496625639,1693.319407845927,0.09995818336301454
6739,3999,31,18,0,198,48,stimuli_binarized\Table2_binarized.jpg,0,0,0,Table2_binarized.jpg,1693.419442859296,1693.5194382846853,0.09999542538935202
6740,4000,31,18,0,199,3,stimuli_binarized\Beaver1_body_binarized.jpg,0,0,0,Beaver1_body_binarized.jpg,1693.6194395749603,1693.719432067906,0.09999249294560286
6741,4001,31,18,0,200,7,stimuli_binarized\Camel3_body_binarized.jpg,0,0,0,Camel3_body_binarized.jpg,1693.8194324784477,1693.919429370058,0.0999968916103171
6742,4002,31,18,0,201,50,stimuli_binarized\Wolf1_body_binarized.jpg,0,0,0,Wolf1_body_binarized.jpg,1694.0194300738444,1694.119423739768,0.09999366592364822
6743,4003,31,18,0,202,30,stimuli_binarized\Horse3_body_binarized.jpg,0,0,0,Horse3_body_binarized.jpg,1694.2194235638212,1694.3194016877965,0.09997812397523376
6744,4004,31,18,0,203,8,stimuli_binarized\Carrat1_binarized.jpg,0,0,0,Carrat1_binarized.jpg,1694.419417053798,1694.5194174643398,0.1000004105417247
6745,4005,31,18,0,204,35,stimuli_binarized\Microscope2_binarized.jpg,0,0,0,Microscope2_binarized.jpg,1694.6194134762177,1694.7194097813394,0.09999630512174917
6746,4006,31,18,0,205,52,stimuli_binarized\Wrench1_binarized.jpg,0,0,0,Wrench1_binarized.jpg,1694.819407845927,1694.9194032713162,0.09999542538935202
6747,4007,31,18,0,206,19,stimuli_binarized\Flower3_binarized.jpg,0,0,0,Flower3_binarized.jpg,1695.0194025088808,1695.119400866713,0.09999835783219169
6748,4008,31,18,0,207,24,stimuli_binarized\Giraffe3_body_binarized.jpg,0,0,0,Giraffe3_body_binarized.jpg,1695.2193980515672,1695.319413124324,0.10001507275683252
6749,4009,31,18,0,208,18,stimuli_binarized\Deer3_face_binarized.jpg,0,0,0,Deer3_face_binarized.jpg,1695.4193938874982,1695.5193910723533,0.09999718485505582
6750,4010,31,18,0,209,6,stimuli_binarized\Cactus1_binarized.jpg,0,0,0,Cactus1_binarized.jpg,1695.619392949117,1695.7193880812615,0.09999513214461331
6751,4011,31,18,0,210,37,stimuli_binarized\Motorcycle3_binarized.jpg,0,0,0,Motorcycle3_binarized.jpg,1695.8193879053147,1695.9193742401308,0.09998633481609431
6752,4012,32,19,0,0,24,stimuli_orig\Giraffe3_body.jpg,0,0,0,Giraffe3_body.jpg,1709.4523762465083,1709.5523719651414,0.09999571863318124
6753,4013,32,19,0,1,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,1709.6523735486603,1709.7523678010725,0.09999425241221616
6754,4014,32,19,0,2,31,stimuli_orig\Kangaroo1_face.jpg,0,0,0,Kangaroo1_face.jpg,1709.8523303831003,1709.9523607045608,0.10003032146050828
6755,4015,32,19,0,3,8,stimuli_orig\Carrat1.jpg,0,0,0,Carrat1.jpg,1710.0523619948349,1710.1523585932014,0.09999659836648789
6756,4016,32,19,0,4,22,stimuli_orig\Flower7.jpg,0,0,0,Flower7.jpg,1710.2523786511115,1710.3523558953543,0.0999772442428366
6757,4017,32,19,0,5,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,1710.45235249372,1710.552349678575,0.09999718485505582
6758,4018,32,19,0,6,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,1710.6523278025502,1710.7523812903096,0.10005348775939638
6759,4019,32,19,0,7,50,stimuli_orig\Wolf1_body.jpg,0,0,0,Wolf1_body.jpg,1710.8523459250478,1710.952338711238,0.09999278619034158
6760,4020,32,19,0,8,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,1711.052338828536,1711.1523319079702,0.0999930794341708
6761,4021,32,19,0,9,17,stimuli_orig\Deer3_body.jpg,0,0,0,Deer3_body.jpg,1711.2523323185128,1711.352326570924,0.09999425241130666
6762,4022,32,19,0,10,1,stimuli_orig\Anchor2.jpg,0,0,0,Anchor2.jpg,1711.4523284476877,1711.5523209406342,0.09999249294651236
6763,4023,32,19,1,11,53,stimuli_targets\blacksquare.jpg,0,0,0,blacksquare.jpg,1711.6523234038855,1711.7523164833206,0.09999307943508029
6764,4024,32,19,0,12,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,1711.8523177735956,1711.9523129057402,0.09999513214461331
6765,4025,32,19,0,13,20,stimuli_orig\Flower5.jpg,1,1,0,Flower5.jpg,1712.052311850061,1712.1523066889608,0.0999948388998746
6766,4026,32,19,0,14,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,1712.252311791412,1712.3523057505795,0.09999395916747744
6767,4027,32,19,0,15,27,stimuli_orig\Goat4_face.jpg,0,0,0,Goat4_face.jpg,1712.4523046948993,1712.5522986540668,0.09999395916747744
6768,4028,32,19,0,16,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,1712.6522964254104,1712.7522950764865,0.0999986510760209
6769,4029,32,19,0,17,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,1712.8523133749309,1712.9522513244378,0.0999379495069661
6770,4030,32,19,0,18,18,stimuli_orig\Deer3_face.jpg,0,0,0,Deer3_face.jpg,1713.0522892702497,1713.152282349684,0.0999930794341708
6771,4031,32,19,0,19,43,stimuli_orig\Screw1.jpg,0,0,0,Screw1.jpg,1713.2522818804932,1713.3522778923711,0.09999601187791995
6772,4032,32,19,0,20,4,stimuli_orig\Bicycle1.jpg,0,0,0,Bicycle1.jpg,1713.4522788894014,1713.5522707958594,0.09999190645794442
6773,4033,32,19,0,21,9,stimuli_orig\Chandelier1.jpg,0,0,0,Chandelier1.jpg,1713.6522717928897,1713.752266045302,0.09999425241221616
6774,4034,32,19,0,22,30,stimuli_orig\Horse3_body.jpg,0,0,0,Horse3_body.jpg,1713.8522682153093,1713.952272731271,0.10000451596170024
6775,4035,32,19,0,23,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,1714.0522602390643,1714.1522571306746,0.0999968916103171
6776,4036,32,19,0,24,29,stimuli_orig\Helmet1.jpg,0,0,0,Helmet1.jpg,1714.2522572479725,1714.352252380117,0.09999513214461331
6777,4037,32,19,0,25,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,1714.4522539636368,1714.5522473363158,0.09999337267890951
6778,4038,32,19,0,26,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,1714.6522468671242,1714.752241706025,0.09999483890078409
6779,4039,32,19,0,27,34,stimuli_orig\Lynx1_body.jpg,0,0,0,Lynx1_body.jpg,1714.8522424098114,1714.9522387149332,0.09999630512174917
6780,4040,32,19,0,28,11,stimuli_orig\Corn1.jpg,0,0,0,Corn1.jpg,1715.0522405916968,1715.15223220491,0.09999161321320571
6781,4041,32,19,0,29,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,1715.252236134383,1715.3522339057267,0.09999777134362375
6782,4042,32,19,0,30,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,1715.4522328500475,1715.5522183051303,0.09998545508278767
6783,4043,32,19,0,31,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,1715.6522251670463,1715.7522129680842,0.0999878010379689
6784,4044,32,19,0,32,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,1715.8522204164888,1715.9522082175258,0.0999878010370594
6785,4045,32,19,0,33,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,1716.052217425397,1716.1522081588769,0.09999073347989906
6786,4046,32,19,0,34,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,1716.252190388273,1716.3521884528604,0.09999806458745297
6787,4047,32,19,0,35,21,stimuli_orig\Flower6.jpg,0,0,0,Flower6.jpg,1716.4522029391287,1716.5521743184859,0.09997137935715728
6788,4048,32,19,0,36,2,stimuli_orig\Apple1.jpg,0,0,0,Apple1.jpg,1716.652205226434,1716.7522141410614,0.10000891462732397
6789,4049,32,19,0,37,42,stimuli_orig\Raccoon3_face.jpg,0,0,0,Raccoon3_face.jpg,1716.852180828509,1716.9521791863413,0.09999835783219169
6790,4050,32,19,0,38,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,1717.0521429413461,1717.1521383667346,0.09999542538844253
6791,4051,32,19,0,39,19,stimuli_orig\Flower3.jpg,0,0,0,Flower3.jpg,1717.2521373110553,1717.35218229473,0.1000449836747066
6792,4052,32,19,0,40,52,stimuli_orig\Wrench1.jpg,0,0,0,Wrench1.jpg,1717.4521548470643,1717.5521488062318,0.09999395916747744
6793,4053,32,19,0,41,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,1717.6521275166956,1717.7521487475829,0.10002123088725057
6794,4054,32,19,0,42,32,stimuli_orig\Kangaroo3_face.jpg,0,0,0,Kangaroo3_face.jpg,1717.852167339271,1717.952139011872,0.0999716726009865
6795,4055,32,19,0,43,51,stimuli_orig\Wolf3_body.jpg,0,0,0,Wolf3_body.jpg,1718.0521622954698,1718.1521371937574,0.09997489828765538
6796,4056,32,19,0,44,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,1718.2521129717784,1718.3521318567114,0.10001888493297884
6797,4057,32,19,0,45,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,1718.4521319740093,1718.552123000734,0.09999102672463778
6798,4058,32,19,0,46,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,1718.6521442316202,1718.7521434691857,0.09999923756549833
6799,4059,32,19,0,47,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,1718.8521412405285,1718.9520938522505,0.09995261172207393
6800,4060,32,19,0,48,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,1719.0521142034045,1719.152109335549,0.09999513214461331
6801,4061,32,19,0,49,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,1719.252093324411,1719.352108103923,0.10001477951209381
6802,4062,32,19,0,50,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,1719.452113499618,1719.5521262264206,0.10001272680256079
6803,4063,32,19,0,51,13,stimuli_orig\Cucumber1.jpg,0,0,0,Cucumber1.jpg,1719.6521037639081,1719.7521015352509,0.09999777134271426
6804,4064,32,19,0,52,25,stimuli_orig\Goat2_face.jpg,0,0,0,Goat2_face.jpg,1719.8521031187706,1719.9521035293124,0.1000004105417247
6805,4065,32,19,0,53,49,stimuli_orig\Toothpaste1.jpg,0,0,0,Toothpaste1.jpg,1720.0521153763816,1720.1520949665787,0.09997959019710834
6806,4066,32,19,0,54,16,stimuli_orig\Deer2_face.jpg,0,0,0,Deer2_face.jpg,1720.2520950838766,1720.3520913889984,0.09999630512174917
6807,4067,32,19,0,55,3,stimuli_orig\Beaver1_body.jpg,0,0,0,Beaver1_body.jpg,1720.4520856414106,1720.5521015938998,0.10001595248922968
6808,4068,32,19,0,56,10,stimuli_orig\Cheeta1_face.jpg,0,0,0,Cheeta1_face.jpg,1720.6520800111198,1720.7520927379223,0.10001272680256079
6809,4069,32,19,0,57,45,stimuli_orig\Sheep2_body.jpg,0,0,0,Sheep2_body.jpg,1720.8520740875852,1720.9520788967916,0.10000480920643895
6810,4070,32,19,0,58,44,stimuli_orig\Seashell1.jpg,0,0,0,Seashell1.jpg,1721.0520922100827,1721.1520935003578,0.10000129027503135
6811,4071,32,19,0,59,46,stimuli_orig\Sheep2_face.jpg,0,0,0,Sheep2_face.jpg,1721.2520886325024,1721.352083764647,0.09999513214461331
6812,4072,32,19,0,60,35,stimuli_orig\Microscope2.jpg,0,0,0,Microscope2.jpg,1721.4520753778602,1721.5520872249294,0.10001184706925415
6813,4073,32,19,0,61,36,stimuli_orig\Monkey3_face.jpg,0,0,0,Monkey3_face.jpg,1721.6520779584093,1721.752075729753,0.09999777134362375
6814,4074,32,19,0,62,40,stimuli_orig\Rabbit1_body.jpg,0,0,0,Rabbit1_body.jpg,1721.8520778997604,1721.9520753778602,0.09999747809979453
6815,4075,32,19,0,63,28,stimuli_orig\Headphone1.jpg,0,0,0,Headphone1.jpg,1722.052063472141,1722.1520656421494,0.100002170008338
6816,4076,32,19,0,64,26,stimuli_orig\Goat4_body.jpg,0,0,0,Goat4_body.jpg,1722.2520613607826,1722.3520523875072,0.09999102672463778
6817,4077,32,19,0,65,48,stimuli_orig\Table2.jpg,0,0,0,Table2.jpg,1722.4520530912937,1722.5520470504612,0.09999395916747744
6818,4078,32,19,0,66,47,stimuli_orig\Spinich1.jpg,0,0,0,Spinich1.jpg,1722.6520489272239,1722.7520425931475,0.09999366592364822
6819,4079,32,19,0,67,12,stimuli_orig\Cow4_body.jpg,0,0,0,Cow4_body.jpg,1722.8520415374683,1722.9520387223224,0.09999718485414633
6820,4080,32,19,0,68,15,stimuli_orig\Deer2_body.jpg,0,0,0,Deer2_body.jpg,1723.0520376666432,1723.1520333852764,0.09999571863318124
6821,4081,32,19,0,69,6,stimuli_orig\Cactus1.jpg,0,0,0,Cactus1.jpg,1723.2520340890628,1723.3520368455597,0.10000275649690593
6822,4082,32,19,0,70,38,stimuli_orig\Object2.jpg,0,0,0,Object2.jpg,1723.4520434142319,1723.5520224179395,0.09997900370763091
6823,4083,32,19,0,71,5,stimuli_orig\Bottle2.jpg,0,0,0,Bottle2.jpg,1723.6520213622603,1723.7520173741382,0.09999601187791995
6824,4084,32,19,0,72,33,stimuli_orig\Leaf1.jpg,0,0,0,Leaf1.jpg,1723.852016318459,1723.9520117438474,0.09999542538844253
6825,4085,32,19,0,73,23,stimuli_orig\Fox2_face.jpg,0,0,0,Fox2_face.jpg,1724.0520115679005,1724.1520078730232,0.09999630512265867
6826,4086,32,19,1,74,54,stimuli_targets\blacktriangle.jpg,0,0,0,blacktriangle.jpg,1724.2520085768087,1724.3520048819305,0.09999630512174917
6827,4087,32,19,0,75,39,stimuli_orig\Onion2.jpg,0,0,0,Onion2.jpg,1724.4520029465189,1724.5519989583959,0.09999601187701046
6828,4088,32,19,0,76,1,stimuli_orig\Anchor2.jpg,1,1,0,Anchor2.jpg,1724.6519955567624,1724.7519927416174,0.09999718485505582
6829,4089,32,19,0,77,14,stimuli_orig\Deer1_face.jpg,0,0,0,Deer1_face.jpg,1724.8519922724258,1724.9519885775485,0.09999630512265867
6830,4090,32,19,0,78,37,stimuli_orig\Motorcycle3.jpg,0,0,0,Motorcycle3.jpg,1725.0519863488912,1725.15198382699,0.09999747809888504
6831,4091,32,19,0,79,7,stimuli_orig\Camel3_body.jpg,0,0,0,Camel3_body.jpg,1725.2519836510442,1725.3519808358983,0.09999718485414633
6832,4092,32,19,0,80,41,stimuli_orig\Rabbit2_face.jpg,0,0,0,Rabbit2_face.jpg,1725.451978313998,1725.551973152898,0.0999948388998746
